msg,label
"<<Posting deleted.  The moderator replies:

That is generally accuate, but contains one serious error.  We Catholics
do believe that God's revealed truth that is not explicitly recorded in
the Bible can be and is passed on through the Tradition of the Church.
It should be noted that the Tradition of the Church, otherwise known as
Sacred Tradition, is not the same as ordinary human traditions.
However, we do not believe that additional truth will be revealed to
the Church.  Public revelation, which is the basis of Catholic doctrine,
ended with the death of St. John, the last Apostle.  Nothing new can
be added.  Theologians study this revelation and can draw out implications
that were not recognized previously, so that the Council of Nicea could
define statements about the theology of the Trinity and the Incarnation
that were not explicitly stated in the Bible and had been disputed
before the council, but there was no new revelation at Nicea or at
any subsequent council.

Cardinal Newman's _An Essay on the Development of Christian Doctrine_,
written while he was still an Anglican, is an excellent discussion of
of this point.  It was recently reprinted as a Doubleday Image Books
paperback with some related shorter works under the title _Conscience,
Consensus, and the Development of Doctrine_.
-------
Marty Helgesen
Bitnet: mnhcc@cunyvm   Internet: mnhcc@cunyvm.cuny.edu",soc.religion.christian
"
Actually the company, and the product was ROVAC - which stood for
ROTary Air Conditioning..it used a rotary compressor with what
was effectively an air/air heat exchanger, and worked pretty well.
The negatives were mostly that it was about 5-10% less efficient than
using freon, and noise problems from the high velocity/pressure air,
all of which were solved by the time the company went bankrupt.  It
is still a legal entity in Florida, but I believe completely ""dead""..
and there's a heck of an opurtunity to buy up it's patents and restart
the operation...

",talk.politics.guns
"Regarding the moral question Jen (jenk@microsoft.com) asked: ""Is it
okay to create a child if you aren't able to be a good parent?"", I
am reminded of a ""speech"" by one of the characters (I can't remember
which) in the movie ""Parenthood"". [I am WAY to liberal with my
quotation marks tonight...]

In this so-called (by me) speech, the character is expressing what 
a lousy father he had and he made an interesting point.  He said
something to the effect of:
""You have to have a license to drive a car.  You have to have a
license to own a dog.  You even have to have a license to fish.
But, they'll anyone have a kid."" [Keep in mind that I am, in NO
way, trying to pass this off as a quote.  It is probably GROSSLY
distorted but I think you get the point...]",soc.religion.christian
"I don't know about where you are, but here in California false
representation
of odometer readings is a criminal felony. If you can substantiate this,
you need to report that dealer to the local authorities. You should consult
with a lawyer to tell you what civil action you can take as well. Keep in
mind that you will have to prove that the dealer was aware of the change in
the dashboard.",talk.politics.guns
"I have a few italian made stering silver necklace for sale.

size are 20"" , 24"" or 26""(?)
I have it as low as 2.00$+shipping(less than .29cents)
rope design necklace weight around 9 grams 20"" for 9.00$ or so.
rope desgin necklace weight around 25 gram 20"" for 17.00$ or so.


I only have a few left.
please respond ASAP.",comp.os.ms-windows.misc
"
was condemned. So the Coptic Orthodox Church does not >believe in
Monophysitism.

Sorry!

What does the Coptic Church believe about the will and energy of Christ?
 Were there one or were there two (i.e. Human and Divine) wills and
energies in Him.

Also, what is the objection ot the Copts with the Pope of Rome (i.e. why
is there a Coptic Catholic Church)?  Do you reject the supreme
jurisdiction of the 263rd sucessor of St. Peter (who blessed St. John
Mark, Bishop of Alexandria was translator for) and his predecessors?  Or
his infallibility?  Or what other things perhaps?",soc.religion.christian
"
""traction control"" as far as the optional feature that one buys with
cars is not the same thing at all as a torque sensing differential.

a torque sensing differential is a type of LSD, but not all LSD's
are torque sensing.  viscous coupled differentials (as opposed to
viscous couplings) are rotational sensing, not torque sensing.
for that matter, so are ""traction control"" systems that use ABS
sensors and pulse braking.

then there are the older posi-tracs and whatever which i am not
familiar with the workings.
",talk.politics.guns
"BOY OH BOY, HAVE I GOT A DEAL FOR YOU !!!!!!!!!

How does this sound.......

	I have decided to sell all of this as a package deal,
(unless someone really wants something seperate, then I'm open
to that as well).....

	Kramer Striker 100st electric guitar
		Dark metallic blue...
		Floyd Rose Tremlo...
		Tuning lockers at the nut...
		Great action, all-around great guitar!!

			-plus-

	Korg pme40x professional modular effects pedal board
		Has flanger, chorus, and graphic equilizer...
		Has a unique bonus...you can buy seperate pedal ""boxes""
			that sort of slide into any of the 4 existing slots..
		Mono input, STEREO output...
		Perfect for the electric or acoustic guitars!!!

			-plus-
	
	DOD American Metal distortion pedal
		Durable, great sounding pedal...
		Goes great with the Korg pedal board!!

There you have it!  Everything you need for a great sound!!!
Yours as a package deal for only........$300 o.b.o.!!!!!!!!!!!!!!!!!!

Respond by email to  dietrijj@mentor.cc.purdue.edu  or by phone at
(317) 495-4426 and ask for Jason.  Thanks in advance!!!",comp.os.ms-windows.misc
"
You can go to the DMV and ask for their listing.  Although I
don't know where you may actually buy a copy, you can use theirs
for your perusal.  In California, the listing of personalized
license plates run 3 volumes, each about 1.5"" thick.  I hope this
is what you're asking for.


Ken",talk.politics.guns
"FOR SALE:

Kenwood Audio/Visual Surround sound Receiver.
* 1.5 yrs old, perfect condition, still under 5 year warranty.
* 75 watts x 2 front + 5x2 watts rear surround.  Dobly surround.
* 3 video, 2 tape, 1 CD, 1 Phono input.
* Full easy-touch button control for all functions
* Bass/treble/balance/rear level knobs
* Earphone input
* Digital synthesized tuner with 20FM/10AM presets. 
* Full logic-remote control:  with volume, mute, tuner and other controls.
* Has three outlets in the back, can connect all your equipment and turn them
  on at the same time  
* Includes manuals, cables, and original packaging.

A great addition for anyone starting out a home theater, or stereo system.

Originally purchased at $379, Asking $150.

email:  jburgin@ralph.cs.haverford.edu
phone:  215-645-5620",comp.os.ms-windows.misc
